StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,musicaccess,sad.song,sad.song.artist,ProlificID,deq_1_1,deq_1_2,deq_1_3,deq_1_4,mip.timinmg_First Click,mip.timinmg_Last Click,mip.timinmg_Page Submit,mip.timinmg_Click Count,deq_2_1,deq_2_2,deq_2_3,deq_2_4,song.timing_First Click,song.timing_Last Click,song.timing_Page Submit,song.timing_Click Count,deq_3_1,deq_3_2,deq_3_3,deq_3_4,reg.use_1,mecscale_1,mecscale_2,mecscale_3,mecscale_4,mecscale_5,mecscale_6,mecscale_7,mecscale_8,rrq_1,rrq_2,rrq_3,rrq_4,rrq_5,rrq_6,rrq_7,rrq_8,rrq_9,rrq_10,rrq_11,rrq_12,musebaq_1,musebaq_2,musebaq_3,musebaq_4,musebaq_5,musebaq_6,musebaq_7,musebaq_8,musebaq_9,age,gender,hours.listen,Q77
2018-12-04 14:34:52,2018-12-04 14:47:02,0,*******,100,729,1,2018-12-04 14:47:02,R_3KILj84C1mZM5ZG,*******,*******,*******,*******,*******,*******,anonymous,EN,1,We don't talk anymore,Charlie Puth ft Selena Gomez,5bba1e15e258e8000160d72b,3,1,1,2,0,0,201.968,0,2,1,3,1,148.231,148.231,180.075,1,3,1,3,2,61,2,1,1,1,1,1,2,2,2,4,5,5,4,2,4,4,1,2,4,5,4,4,4,3,4,5,3,4,2,1,0,7,2
2018-12-04 14:31:46,2018-12-04 14:47:37,0,*******,100,951,1,2018-12-04 14:47:38,R_1gI3QJznQ7yq7h4,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Lonely,"Akon ",5be504e4bd3ac70001d046fb,4,1,2,2,79.205,79.205,149.131,1,1,4,5,1,0,0,181.248,0,4,1,3,1,20,2,1,1,2,2,1,2,2,4,4,3,4,4,2,4,4,2,4,3,3,2,1,2,1,2,4,1,4,1,8,0,2,1
2018-12-04 14:43:28,2018-12-04 14:55:37,0,*******,100,728,1,2018-12-04 14:55:37,R_3dLdsAqFl4aBpSn,*******,*******,*******,*******,*******,*******,anonymous,EN,1,I Started A Joke,Bee Gees,5ba91985c4da2d00015d4a11,3,2,4,3,141.384,141.384,142.302,1,2,5,6,2,22.357,66.463,181.347,4,3,5,5,3,18,1,1,2,1,1,1,2,1,5,4,5,4,5,2,4,4,4,2,4,5,4,4,4,5,4,5,4,4,5,6,0,5,1
2018-12-04 14:41:20,2018-12-04 14:56:31,0,*******,100,911,1,2018-12-04 14:56:32,R_1lc7VEYY7Cbbyqr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Just When I Needed You Most,Randy vanwarmer,5a622b2d13898300014b20d6,6,7,6,6,146.97,146.97,147.819,1,5,7,6,6,0,0,180.079,0,7,7,7,7,0,2,1,1,2,1,1,2,2,4,5,5,4,4,3,5,4,2,1,5,1,5,5,5,1,5,5,5,5,1,8,1,7,1
2018-12-04 14:45:25,2018-12-04 14:56:35,0,*******,100,669,1,2018-12-04 14:56:35,R_AoAOflWH8o2OEjn,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"I spoke to the devil in miami, he said everything would be fine",XXXTENTACION,5c009e38aa5fa3000137016c,1,1,2,1,0,0,141.339,0,2,4,2,1,0,0,181.514,0,1,2,3,1,19,2,1,2,1,1,1,2,1,4,3,4,5,4,2,4,4,2,2,4,4,3,4,4,4,4,4,2,4,4,6,0,2,3
2018-12-04 14:47:22,2018-12-04 15:00:03,0,*******,100,761,1,2018-12-04 15:00:04,R_3EJSlzrvfJboV2d,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Hurt,Johnny Cash,5bd617ac7177e70001954387,5,1,3,3,0,0,151.394,0,4,2,4,3,0,0,180.117,0,5,4,5,4,60,1,1,2,1,1,1,2,1,4,5,4,4,4,2,4,3,2,1,4,4,4,4,4,3,4,5,4,4,2,6,0,4,1
2018-12-04 14:54:04,2018-12-04 15:05:47,0,*******,100,702,1,2018-12-04 15:05:47,R_1ffUdte9nivS3uX,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Love of my life,Queen,5be742dd0e366e000175c8ba,1,1,2,2,0,0,144.514,0,1,3,5,2,2.658,2.658,180.029,1,2,3,5,4,69,2,2,1,2,2,1,2,2,4,4,3,4,4,2,5,5,2,2,4,4,3,3,4,3,4,4,3,5,2,1,0,2,3
2018-12-04 15:14:33,2018-12-04 15:20:36,0,*******,100,362,1,2018-12-04 15:20:36,R_2s12WQKxlacY1BD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,joel test,joel test,-99,1,1,-99,-99,0,0,131.645,0,1,1,1,1,0,0,180.703,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2018-12-04 16:06:15,2018-12-04 16:16:06,0,*******,100,591,1,2018-12-04 16:16:06,R_3PtNEb9EKd4CFJE,*******,*******,*******,*******,*******,*******,anonymous,EN,1,I'll Never Love Again,Lady Gaga,5ab94e8cf69e940001d8fd25,2,1,2,2,0,0,142.355,0,2,3,3,2,0,0,198.697,0,3,3,3,3,60,2,1,2,1,1,1,2,2,4,4,4,5,4,4,4,4,4,3,3,3,3,4,3,3,3,4,3,3,3,7,1,2,1
2018-12-04 16:17:15,2018-12-04 16:27:06,0,*******,100,591,1,2018-12-04 16:27:06,R_8982sTqWdUK4xVf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,wherever you will go,the calling,5bdc9c5b19b9ba000157dc3e,2,1,1,1,0,0,184.275,0,2,1,2,1,0,0,180.163,0,2,1,3,1,30,2,2,1,2,1,2,2,2,5,5,5,5,5,1,5,5,1,2,5,5,1,1,1,1,1,1,1,1,1,5,0,2,1
2018-12-04 16:25:01,2018-12-04 16:33:41,0,*******,100,519,1,2018-12-04 16:33:41,R_riPLrg2AUwiq3VT,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Lady d'Abarville,Cat Stevens,5bc19a2f1f8dd800015f8885,3,1,1,2,0,0,130.991,0,2,1,1,1,0,0,180.123,0,3,2,2,2,19,2,2,2,1,2,1,2,2,4,4,3,2,5,2,1,3,1,2,3,2,1,1,2,2,2,1,1,1,1,4,0,3,1
2018-12-04 16:26:29,2018-12-04 16:39:39,0,*******,100,790,1,2018-12-04 16:39:40,R_2E0MjkjuqJ037C6,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Hello,Adele,5bc8437f8127540001a4bbbf,5,3,6,6,0,0,148.398,0,6,6,6,6,0,0,181.645,0,4,3,4,4,58,2,2,1,1,1,1,1,2,4,5,4,4,4,2,3,3,2,2,4,5,2,2,3,3,4,4,3,3,2,4,0,1,1
2018-12-04 16:28:58,2018-12-04 16:40:40,0,*******,100,701,1,2018-12-04 16:40:41,R_5ovCOT6sDkIlvLH,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Just When I Needed You Most,Randy vanwarmer,5a622b2d13898300014b20d6,4,6,6,7,0,0,143.61,0,5,7,6,7,163.484,165.077,180.148,2,7,7,7,7,0,2,1,1,2,1,1,2,2,5,5,4,5,4,2,3,5,1,2,5,4,5,5,5,5,5,5,5,5,1,8,1,6,1
2018-12-04 16:37:55,2018-12-04 16:56:18,0,*******,100,1103,1,2018-12-04 16:56:18,R_3M3cN2ZPzguqbDM,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yesterday,The Beatles,5b7c4da22158830001ea87fc,1,1,1,2,0,0,143.962,0,2,1,3,4,0,0,180.147,0,3,1,3,4,71,2,1,2,1,2,1,2,2,4,4,5,5,5,1,5,5,2,2,4,4,4,2,2,4,2,5,1,2,1,3,1,2,1
2018-12-04 16:46:51,2018-12-04 16:56:46,0,*******,100,594,1,2018-12-04 16:56:46,R_yO8Za3xaOdyNFu1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Candle in the wind,Elton John,5be494d022380b0001491336,1,1,1,1,0,0,140.755,0,1,1,2,1,0,0,180.026,0,3,6,6,5,0,2,2,1,1,1,1,2,2,2,4,5,5,4,1,4,4,1,2,4,4,1,2,4,2,5,5,4,4,1,6,1,3,3
2018-12-04 16:47:30,2018-12-04 16:58:09,0,*******,100,639,1,2018-12-04 16:58:10,R_2BkBvOtu7HCpAMf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"Fix you ",Coldplay,5bb4ae8c07aac300011f2eab,2,2,3,4,31.3,31.3,135.335,1,2,4,4,3,6.075,161.772,180.148,6,3,3,4,4,17,2,1,2,2,2,1,2,2,4,4,4,4,4,2,4,4,2,1,4,5,3,3,4,1,4,4,3,2,3,8,0,2,1
2018-12-04 16:50:35,2018-12-04 17:03:27,0,*******,100,771,1,2018-12-04 17:03:27,R_2AX7vFIyp3wjcHY,*******,*******,*******,*******,*******,*******,anonymous,EN,1,driving home for xmas,chris rea,59346cc74ecc2d0001e7e41e,1,1,1,1,0,0,138.789,0,1,1,1,1,0,0,180.198,0,3,3,3,3,0,1,1,1,1,1,1,2,2,5,5,4,5,5,1,4,5,1,1,5,5,5,5,5,4,4,4,5,5,5,7,0,2,1
2018-12-04 16:52:06,2018-12-04 17:04:39,0,*******,100,752,1,2018-12-04 17:04:39,R_1P0mmrJxm38caFD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,To build a home,"The cinematic orchestra ",5bc0acc608d14d0001d8cb2e,1,3,2,1,0,0,145.749,0,4,5,6,2,0,0,180.025,0,4,2,6,4,83,2,1,1,1,1,1,2,2,4,3,4,4,3,2,4,4,3,2,4,3,4,4,4,4,4,4,4,4,2,2,1,4,3
2018-12-04 16:58:40,2018-12-04 17:08:36,0,*******,100,596,1,2018-12-04 17:08:36,R_1gTvD1tjyIj1eYx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,See you again,Wiz khalifa,5a31441c12f583000121aed8,2,1,1,1,46.156,108.453,142.988,6,5,6,7,5,147.604,154.305,180.138,6,7,6,7,6,70,1,1,2,1,1,1,2,2,4,4,3,4,5,4,4,4,5,3,5,4,4,3,4,4,4,5,4,4,1,6,1,3,1
2018-12-04 17:03:49,2018-12-04 17:12:49,0,*******,100,540,1,2018-12-04 17:12:50,R_3gXBqssRCFe9lMl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,If I die young,the band perry,5a8d75f6000dab00018ce5b1,2,1,2,1,140.783,140.783,141.806,1,2,2,4,1,0,0,180.056,0,2,2,3,1,41,2,1,2,1,1,1,2,2,3,2,4,5,3,2,4,4,3,2,4,5,2,3,2,4,4,3,4,2,1,4,1,2,4
2018-12-04 17:05:06,2018-12-04 17:14:06,0,*******,100,540,1,2018-12-04 17:14:07,R_1mCMkkM9eoIPRB3,*******,*******,*******,*******,*******,*******,anonymous,EN,1,I'm Sorry,Joyner Lucas,5b89755b2d2b1d00012256f7,3,1,3,4,0,0,140.502,0,2,2,3,3,0,0,180.192,0,3,2,4,4,100,1,1,1,1,1,1,2,2,4,4,5,2,3,3,4,3,3,4,4,4,4,5,5,4,5,5,4,4,4,1,0,4,1
2018-12-04 16:59:23,2018-12-04 17:14:10,0,*******,100,886,1,2018-12-04 17:14:10,R_2aCALWFkbCntiG9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,sand songs,elton john,5b126ec7c85dc400016220a4,2,1,4,5,0,0,180.748,0,1,1,2,1,0,0,180.02,0,3,2,4,4,70,1,1,1,1,1,1,1,2,4,4,5,5,5,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,8,1,3,3
2018-12-04 17:02:31,2018-12-04 17:19:25,0,*******,100,1014,1,2018-12-04 17:19:26,R_2WBUXfJE1GOoYKd,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Numb,Linkin Park,569a54a5217ca2000cc93db0,3,1,2,2,60.926,126.736,155.121,2,5,6,5,3,46.115,46.465,181.362,2,5,1,6,3,86,2,2,1,1,1,1,2,1,4,4,2,4,4,4,2,2,4,5,4,5,4,4,4,5,5,5,1,5,1,1,0,6,3
2018-12-04 17:11:01,2018-12-04 17:20:33,0,*******,100,571,1,2018-12-04 17:20:33,R_24jV73WnLFxiS1S,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Lego house,Ed sheeran,5929b05b6c835800011a31cc,1,1,1,1,147.881,147.881,148.625,1,1,1,2,1,0.984,173.901,180.028,18,1,1,2,1,25,2,1,1,2,1,1,2,2,2,4,5,4,4,1,4,4,1,1,4,4,4,4,4,4,4,5,3,2,1,8,1,5,1
2018-12-04 17:11:07,2018-12-04 17:23:37,0,*******,100,750,1,2018-12-04 17:23:37,R_6WGQuInaxHG8JyN,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"A quiet life ",Teho teardo,5b94f762d14070000131c766,2,1,2,1,143.91,144.826,145.271,3,2,3,3,2,2.533,110.971,180.121,5,2,2,3,3,68,2,1,2,1,1,1,2,2,4,5,2,5,5,1,5,5,1,1,5,4,2,2,2,4,4,5,2,4,2,2,1,3,1
2018-12-04 17:12:37,2018-12-04 17:23:56,0,*******,100,678,1,2018-12-04 17:23:56,R_3D5D8CzGpXkzfhn,*******,*******,*******,*******,*******,*******,anonymous,EN,1,See you again,Wiz Khalifa,5ad44f87459c35000113830e,1,1,1,1,0,0,144.01,0,1,5,5,2,0,0,181.187,0,2,4,5,3,100,1,1,2,1,1,1,2,2,3,3,3,4,4,2,4,4,2,2,4,3,3,3,3,3,3,3,2,4,2,8,1,4,1
2018-12-04 17:20:11,2018-12-04 17:29:32,0,*******,100,561,1,2018-12-04 17:29:33,R_1cZVIcFvGgS5DXx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Sad Song,We The Kings,5b9fe3ba299d180001c00a67,5,5,6,3,12.19,133.095,145.225,6,5,4,4,5,1.302,169.854,180.214,8,5,5,4,2,31,2,2,1,1,1,1,1,2,4,5,4,4,4,2,4,5,2,4,4,4,4,3,4,2,4,4,2,4,1,1,0,4,3
2018-12-04 17:21:13,2018-12-04 17:29:48,0,*******,100,514,1,2018-12-04 17:29:48,R_UmtZF5FX1SZLQhr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,"let me love you ",mario,5a54d13b76d1c60001aacd16,1,1,1,1,0,0,141.892,0,1,1,6,1,0,0,181.385,0,3,1,4,1,0,2,1,1,1,-99,1,2,2,5,5,5,5,5,3,3,3,3,3,2,3,5,5,5,5,5,5,5,5,5,8,1,2,1
2018-12-04 17:15:57,2018-12-04 17:34:34,0,*******,100,1117,1,2018-12-04 17:34:35,R_2sHPpyZPfZmiI13,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Only time,Enya,5b66f68f40003400016f9012,3,1,3,4,67.345,70.26,203.531,4,3,2,2,3,0,0,180.104,0,3,3,4,4,86,2,1,1,1,1,1,2,2,5,4,5,5,4,1,5,4,1,1,5,4,5,5,5,3,5,4,5,5,3,5,0,3,3
2018-12-04 17:22:52,2018-12-04 17:37:09,0,*******,100,856,1,2018-12-04 17:37:09,R_2QrfwGT7kjVGbro,*******,*******,*******,*******,*******,*******,anonymous,EN,1,See you again,Wiz Khalifa,5bf6ed3623602b0001bf90ee,3,1,2,2,4.109,71.371,238.176,14,2,2,4,3,2.928,153.756,180.159,8,4,4,5,4,70,1,1,1,1,2,1,1,2,4,4,4,4,3,1,5,4,2,2,4,3,3,4,3,4,3,4,4,4,3,8,1,4,3
2018-12-04 17:31:58,2018-12-04 17:40:55,0,*******,100,537,1,2018-12-04 17:40:56,R_3M3wnPSo6fjeADv,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Supermarket flowers,Ed Sheeran,5b72d8042aeef10001972da0,3,1,3,3,70.31,129.482,132.569,7,3,5,5,5,152.906,162.035,180.111,7,3,3,3,3,67,2,1,1,1,1,1,2,2,4,5,4,4,5,2,5,5,2,2,4,4,4,4,5,4,5,4,4,4,1,8,1,2,5
2018-12-04 17:31:51,2018-12-04 17:41:53,0,*******,100,601,1,2018-12-04 17:41:54,R_1Iy35VJoH9S6Vxp,*******,*******,*******,*******,*******,*******,anonymous,EN,1,it aint me,selena gomez,5a5e3941eedc32000142c077,3,3,3,3,0,0,134.302,0,3,3,5,3,0,0,180.038,0,3,3,3,3,15,1,1,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,1
