StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,musicaccess,sad.song,sad.song.artist,ProlificID,deq_1_1,deq_1_2,deq_1_3,deq_1_4,mip.timinmg_First Click,mip.timinmg_Last Click,mip.timinmg_Page Submit,mip.timinmg_Click Count,deq_2_1,deq_2_2,deq_2_3,deq_2_4,song.timing_First Click,song.timing_Last Click,song.timing_Page Submit,song.timing_Click Count,deq_3_1,deq_3_2,deq_3_3,deq_3_4,reg.use_1,mecscale_1,mecscale_2,mecscale_3,mecscale_4,mecscale_5,mecscale_6,mecscale_7,mecscale_8,rrq_1,rrq_2,rrq_3,rrq_4,rrq_5,rrq_6,rrq_7,rrq_8,rrq_9,rrq_10,rrq_11,rrq_12,musebaq_1,musebaq_2,musebaq_3,musebaq_4,musebaq_5,musebaq_6,musebaq_7,musebaq_8,musebaq_9,age,gender,hours.listen,Q77,musebaq,Baseline,PostInduction,PostListening,rumination,BSR,Entrainment,Conditioning,Contagion,Imagery,Memory,Expectancy,Appraisal
2018-12-04T16:06:15Z,2018-12-04T16:16:06Z,0,*******,100,591,1,2018-12-04T16:16:06Z,R_3PtNEb9EKd4CFJE,*******,*******,*******,*******,*******,*******,anonymous,EN,1,I'll Never Love Again,Lady Gaga,5ab94e8cf69e940001d8fd25,2,1,2,2,0,0,142.355,0,2,3,3,2,0,0,198.697,0,3,3,3,3,60,2,1,2,1,1,1,2,2,4,4,4,5,4,4,4,4,4,3,3,3,3,4,3,3,3,4,3,3,3,24,1,2,1,29,7,10,12,3.8333333333333335,1,0,1,0,0,0,1,1
2018-12-04T16:17:15Z,2018-12-04T16:27:06Z,0,*******,100,591,1,2018-12-04T16:27:06Z,R_8982sTqWdUK4xVf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,wherever you will go,the calling,5bdc9c5b19b9ba000157dc3e,2,1,1,1,0,0,184.275,0,2,1,2,1,0,0,180.163,0,2,1,3,1,30,2,2,1,2,1,2,2,2,5,5,5,5,5,1,5,5,1,2,5,5,1,1,1,1,1,1,1,1,1,22,0,2,1,9,5,6,7,4.083333333333333,1,1,0,1,0,1,1,1
2018-12-04T16:25:01Z,2018-12-04T16:33:41Z,0,*******,100,519,1,2018-12-04T16:33:41Z,R_riPLrg2AUwiq3VT,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Lady d'Abarville,Cat Stevens,5bc19a2f1f8dd800015f8885,3,1,1,2,0,0,130.991,0,2,1,1,1,0,0,180.123,0,3,2,2,2,19,2,2,2,1,2,1,2,2,4,4,3,2,5,2,1,3,1,2,3,2,1,1,2,2,2,1,1,1,1,21,0,3,1,12,7,5,9,2.6666666666666665,1,1,1,0,1,0,1,1
2018-12-04T16:26:29Z,2018-12-04T16:39:39Z,0,*******,100,790,1,2018-12-04T16:39:40Z,R_2E0MjkjuqJ037C6,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Hello,Adele,5bc8437f8127540001a4bbbf,5,3,6,6,0,0,148.398,0,6,6,6,6,0,0,181.645,0,4,3,4,4,58,2,2,1,1,1,1,1,2,4,5,4,4,4,2,3,3,2,2,4,5,2,2,3,3,4,4,3,3,2,21,0,1,1,26,20,24,15,3.5,1,1,0,0,0,0,0,1
2018-12-04T16:37:55Z,2018-12-04T16:56:18Z,0,*******,100,1103,1,2018-12-04T16:56:18Z,R_3M3cN2ZPzguqbDM,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Yesterday,The Beatles,5b7c4da22158830001ea87fc,1,1,1,2,0,0,143.962,0,2,1,3,4,0,0,180.147,0,3,1,3,4,71,2,1,2,1,2,1,2,2,4,4,5,5,5,1,5,5,2,2,4,4,4,2,2,4,2,5,1,2,1,20,1,2,1,23,5,10,11,3.8333333333333335,1,0,1,0,1,0,1,1
2018-12-04T16:46:51Z,2018-12-04T16:56:46Z,0,*******,100,594,1,2018-12-04T16:56:46Z,R_yO8Za3xaOdyNFu1,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Candle in the wind,Elton John,5be494d022380b0001491336,1,1,1,1,0,0,140.755,0,1,1,2,1,0,0,180.026,0,3,6,6,5,0,2,2,1,1,1,1,2,2,2,4,5,5,4,1,4,4,1,2,4,4,1,2,4,2,5,5,4,4,1,23,1,3,3,28,4,5,20,3.3333333333333335,1,1,0,0,0,0,1,1
2018-12-04T16:47:30Z,2018-12-04T16:58:09Z,0,*******,100,639,1,2018-12-04T16:58:10Z,R_2BkBvOtu7HCpAMf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Fix you,Coldplay,5bb4ae8c07aac300011f2eab,2,2,3,4,31.3,31.3,135.335,1,2,4,4,3,6.075,161.772,180.148,6,3,3,4,4,17,2,1,2,2,2,1,2,2,4,4,4,4,4,2,4,4,2,1,4,5,3,3,4,1,4,4,3,2,3,25,0,2,1,27,11,13,14,3.5,1,0,1,1,1,0,1,1
2018-12-04T16:50:35Z,2018-12-04T17:03:27Z,0,*******,100,771,1,2018-12-04T17:03:27Z,R_2AX7vFIyp3wjcHY,*******,*******,*******,*******,*******,*******,anonymous,EN,1,driving home for xmas,chris rea,59346cc74ecc2d0001e7e41e,1,1,1,1,0,0,138.789,0,1,1,1,1,0,0,180.198,0,3,3,3,3,0,1,1,1,1,1,1,2,2,5,5,4,5,5,1,4,5,1,1,5,5,5,5,5,4,4,4,5,5,5,24,0,2,1,42,4,4,12,3.8333333333333335,0,0,0,0,0,0,1,1
2018-12-04T16:52:06Z,2018-12-04T17:04:39Z,0,*******,100,752,1,2018-12-04T17:04:39Z,R_1P0mmrJxm38caFD,*******,*******,*******,*******,*******,*******,anonymous,EN,1,To build a home,The cinematic orchestra,5bc0acc608d14d0001d8cb2e,1,3,2,1,0,0,145.749,0,4,5,6,2,0,0,180.025,0,4,2,6,4,83,2,1,1,1,1,1,2,2,4,3,4,4,3,2,4,4,3,2,4,3,4,4,4,4,4,4,4,4,2,19,1,4,3,34,7,17,16,3.3333333333333335,1,0,0,0,0,0,1,1
2018-12-04T16:58:40Z,2018-12-04T17:08:36Z,0,*******,100,596,1,2018-12-04T17:08:36Z,R_1gTvD1tjyIj1eYx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,See you again,Wiz khalifa,5a31441c12f583000121aed8,2,1,1,1,46.156,108.453,142.988,6,5,6,7,5,147.604,154.305,180.138,6,7,6,7,6,70,1,1,2,1,1,1,2,2,4,4,3,4,5,4,4,4,5,3,5,4,4,3,4,4,4,5,4,4,1,23,1,3,1,33,5,23,26,4.083333333333333,0,0,1,0,0,0,1,1
2018-12-04T17:03:49Z,2018-12-04T17:12:49Z,0,*******,100,540,1,2018-12-04T17:12:50Z,R_3gXBqssRCFe9lMl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,If I die young,the band perry,5a8d75f6000dab00018ce5b1,2,1,2,1,140.783,140.783,141.806,1,2,2,4,1,0,0,180.056,0,2,2,3,1,41,2,1,2,1,1,1,2,2,3,2,4,5,3,2,4,4,3,2,4,5,2,3,2,4,4,3,4,2,1,21,1,2,4,25,6,9,8,3.4166666666666665,1,0,1,0,0,0,1,1
2018-12-04T17:05:06Z,2018-12-04T17:14:06Z,0,*******,100,540,1,2018-12-04T17:14:07Z,R_1mCMkkM9eoIPRB3,*******,*******,*******,*******,*******,*******,anonymous,EN,1,I'm Sorry,Joyner Lucas,5b89755b2d2b1d00012256f7,3,1,3,4,0,0,140.502,0,2,2,3,3,0,0,180.192,0,3,2,4,4,100,1,1,1,1,1,1,2,2,4,4,5,2,3,3,4,3,3,4,4,4,4,5,5,4,5,5,4,4,4,18,0,4,1,40,11,10,13,3.5833333333333335,0,0,0,0,0,0,1,1
2018-12-04T16:59:23Z,2018-12-04T17:14:10Z,0,*******,100,886,1,2018-12-04T17:14:10Z,R_2aCALWFkbCntiG9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,sand songs,elton john,5b126ec7c85dc400016220a4,2,1,4,5,0,0,180.748,0,1,1,2,1,0,0,180.02,0,3,2,4,4,70,1,1,1,1,1,1,1,2,4,4,5,5,5,4,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,25,1,3,3,43,12,5,13,4.333333333333333,0,0,0,0,0,0,0,1
2018-12-04T17:02:31Z,2018-12-04T17:19:25Z,0,*******,100,1014,1,2018-12-04T17:19:26Z,R_2WBUXfJE1GOoYKd,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Numb,Linkin Park,569a54a5217ca2000cc93db0,3,1,2,2,60.926,126.736,155.121,2,5,6,5,3,46.115,46.465,181.362,2,5,1,6,3,86,2,2,1,1,1,1,2,1,4,4,2,4,4,4,2,2,4,5,4,5,4,4,4,5,5,5,1,5,1,18,0,6,3,34,8,19,15,3.6666666666666665,1,1,0,0,0,0,1,0
2018-12-04T17:11:01Z,2018-12-04T17:20:33Z,0,*******,100,571,1,2018-12-04T17:20:33Z,R_24jV73WnLFxiS1S,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Lego house,Ed sheeran,5929b05b6c835800011a31cc,1,1,1,1,147.881,147.881,148.625,1,1,1,2,1,0.984,173.901,180.028,18,1,1,2,1,25,2,1,1,2,1,1,2,2,2,4,5,4,4,1,4,4,1,1,4,4,4,4,4,4,4,5,3,2,1,25,1,5,1,31,4,5,5,3.1666666666666665,1,0,0,1,0,0,1,1
2018-12-04T17:11:07Z,2018-12-04T17:23:37Z,0,*******,100,750,1,2018-12-04T17:23:37Z,R_6WGQuInaxHG8JyN,*******,*******,*******,*******,*******,*******,anonymous,EN,1,A quiet life,Teho teardo,5b94f762d14070000131c766,2,1,2,1,143.91,144.826,145.271,3,2,3,3,2,2.533,110.971,180.121,5,2,2,3,3,68,2,1,2,1,1,1,2,2,4,5,2,5,5,1,5,5,1,1,5,4,2,2,2,4,4,5,2,4,2,19,1,3,1,27,6,10,10,3.5833333333333335,1,0,1,0,0,0,1,1
2018-12-04T17:12:37Z,2018-12-04T17:23:56Z,0,*******,100,678,1,2018-12-04T17:23:56Z,R_3D5D8CzGpXkzfhn,*******,*******,*******,*******,*******,*******,anonymous,EN,1,See you again,Wiz Khalifa,5ad44f87459c35000113830e,1,1,1,1,0,0,144.01,0,1,5,5,2,0,0,181.187,0,2,4,5,3,100,1,1,2,1,1,1,2,2,3,3,3,4,4,2,4,4,2,2,4,3,3,3,3,3,3,3,2,4,2,25,1,4,1,26,4,13,14,3.1666666666666665,0,0,1,0,0,0,1,1
2018-12-04T17:20:11Z,2018-12-04T17:29:32Z,0,*******,100,561,1,2018-12-04T17:29:33Z,R_1cZVIcFvGgS5DXx,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Sad Song,We The Kings,5b9fe3ba299d180001c00a67,5,5,6,3,12.19,133.095,145.225,6,5,4,4,5,1.302,169.854,180.214,8,5,5,4,2,31,2,2,1,1,1,1,1,2,4,5,4,4,4,2,4,5,2,4,4,4,4,3,4,2,4,4,2,4,1,18,0,4,3,28,19,18,16,3.8333333333333335,1,1,0,0,0,0,0,1
2018-12-04T17:21:13Z,2018-12-04T17:29:48Z,0,*******,100,514,1,2018-12-04T17:29:48Z,R_UmtZF5FX1SZLQhr,*******,*******,*******,*******,*******,*******,anonymous,EN,1,let me love you,mario,5a54d13b76d1c60001aacd16,1,1,1,1,0,0,141.892,0,1,1,6,1,0,0,181.385,0,3,1,4,1,0,2,1,1,1,NA,1,2,2,5,5,5,5,5,3,3,3,3,3,2,3,5,5,5,5,5,5,5,5,5,25,1,2,1,45,4,9,9,3.75,1,0,0,0,NA,0,1,1
2018-12-04T17:15:57Z,2018-12-04T17:34:34Z,0,*******,100,1117,1,2018-12-04T17:34:35Z,R_2sHPpyZPfZmiI13,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Only time,Enya,5b66f68f40003400016f9012,3,1,3,4,67.345,70.26,203.531,4,3,2,2,3,0,0,180.104,0,3,3,4,4,86,2,1,1,1,1,1,2,2,5,4,5,5,4,1,5,4,1,1,5,4,5,5,5,3,5,4,5,5,3,22,0,3,3,40,11,10,14,3.6666666666666665,1,0,0,0,0,0,1,1
2018-12-04T17:22:52Z,2018-12-04T17:37:09Z,0,*******,100,856,1,2018-12-04T17:37:09Z,R_2QrfwGT7kjVGbro,*******,*******,*******,*******,*******,*******,anonymous,EN,1,See you again,Wiz Khalifa,5bf6ed3623602b0001bf90ee,3,1,2,2,4.109,71.371,238.176,14,2,2,4,3,2.928,153.756,180.159,8,4,4,5,4,70,1,1,1,1,2,1,1,2,4,4,4,4,3,1,5,4,2,2,4,3,3,4,3,4,3,4,4,4,3,25,1,4,3,32,8,11,17,3.3333333333333335,0,0,0,0,1,0,0,1
2018-12-04T17:31:58Z,2018-12-04T17:40:55Z,0,*******,100,537,1,2018-12-04T17:40:56Z,R_3M3wnPSo6fjeADv,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Supermarket flowers,Ed Sheeran,5b72d8042aeef10001972da0,3,1,3,3,70.31,129.482,132.569,7,3,5,5,5,152.906,162.035,180.111,7,3,3,3,3,67,2,1,1,1,1,1,2,2,4,5,4,4,5,2,5,5,2,2,4,4,4,4,5,4,5,4,4,4,1,25,1,2,5,35,10,18,12,3.8333333333333335,1,0,0,0,0,0,1,1
2018-12-04T17:31:51Z,2018-12-04T17:41:53Z,0,*******,100,601,1,2018-12-04T17:41:54Z,R_1Iy35VJoH9S6Vxp,*******,*******,*******,*******,*******,*******,anonymous,EN,1,it aint me,selena gomez,5a5e3941eedc32000142c077,3,3,3,3,0,0,134.302,0,3,3,5,3,0,0,180.038,0,3,3,3,3,15,1,1,2,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,2,1,27,12,14,12,3,0,0,1,1,0,0,0,1
2018-12-04T17:28:20Z,2018-12-04T17:41:54Z,0,*******,100,813,1,2018-12-04T17:41:54Z,R_W7ip0lWPXlQq6WJ,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Fields of gold,Sting,5b6f59ae8d336b0001fe6cc5,1,1,1,1,0,0,141.445,0,1,3,5,1,10.913,49.552,180.067,2,3,3,5,3,100,1,2,1,1,1,1,2,2,4,4,4,5,4,2,4,5,1,2,4,4,4,4,4,5,5,3,4,4,3,24,1,4,3,36,4,10,14,3.5833333333333335,0,1,0,0,0,0,1,1
2018-12-04T17:37:32Z,2018-12-04T17:46:11Z,0,*******,100,519,1,2018-12-04T17:46:12Z,R_9sNtNQtcjxfraz7,*******,*******,*******,*******,*******,*******,anonymous,EN,1,With or without you,U2,5b1e12a0c9d3cb0001105e57,1,1,1,1,0,0,134.172,0,1,3,4,4,0,0,180.111,0,1,1,2,2,60,2,1,1,1,1,1,2,2,3,4,3,3,3,4,4,4,3,3,2,4,3,3,4,4,4,3,2,4,2,25,0,3,5,29,4,12,6,3.3333333333333335,1,0,0,0,0,0,1,1
2018-12-04T17:33:59Z,2018-12-04T17:46:55Z,0,*******,100,775,1,2018-12-04T17:46:56Z,R_Apmf5AkpxQV6pm9,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Hood,Perfume Genius,5b59e2dff5bc59000117440c,3,1,2,2,0,0,141.114,0,3,3,4,3,0,0,181.518,0,3,4,4,4,96,2,1,1,1,1,1,2,2,5,5,5,5,5,2,5,5,2,2,5,5,5,5,5,5,5,5,5,5,4,20,1,4,6,44,8,13,15,4.25,1,0,0,0,0,0,1,1
2018-12-04T17:29:13Z,2018-12-04T17:50:40Z,0,*******,100,1287,1,2018-12-04T17:50:41Z,R_1jpOftiT8qGcEst,*******,*******,*******,*******,*******,*******,anonymous,EN,1,stop crying your heart out,oasis,meganmcmahon96@hotmail.co.uk,1,1,1,1,0,0,168.019,0,2,2,2,2,0,0,180.146,0,3,2,2,1,0,2,1,2,2,2,1,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,22,1,2,1,27,4,8,8,3.0833333333333335,1,0,1,1,1,0,1,1
2018-12-04T17:46:56Z,2018-12-04T17:56:19Z,0,*******,100,562,1,2018-12-04T17:56:19Z,R_pax4EhZlib9TJxT,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Please don't go,Joel Adams,5aad0a3e2788c10001d0e7e4,2,1,1,1,3.407,3.433,154.313,2,2,4,4,4,0,0,180.136,0,3,3,3,3,39,2,1,1,2,1,1,2,2,3,4,4,5,4,4,5,4,2,3,4,5,3,3,4,3,3,3,4,3,2,20,0,2,1,28,5,14,12,3.9166666666666665,1,0,0,1,0,0,1,1
2018-12-04T17:43:41Z,2018-12-04T17:57:01Z,0,*******,100,800,1,2018-12-04T17:57:02Z,R_2xS619KMYqFmDHl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Be alright,Dean Lewis,5bc18e2bf906f80001430f92,3,2,5,4,16.265,16.265,141.251,1,4,5,5,4,0,0,180.035,0,5,6,6,5,71,2,1,1,1,2,1,2,2,5,5,5,4,4,1,4,4,2,1,4,4,2,2,3,4,2,1,2,3,2,18,1,2,2,21,14,18,22,3.5833333333333335,1,0,0,0,1,0,1,1
2018-12-04T17:51:38Z,2018-12-04T17:59:43Z,0,*******,100,485,1,2018-12-04T17:59:44Z,R_W8LfWCFwIPyQGrf,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Thursday,Jess glynne,5c000cda6e6cd80001bef472,1,1,1,1,31.038,130.316,131.173,9,1,1,4,1,1.26,1.26,180.044,1,1,1,4,1,71,2,NA,2,1,1,1,1,1,1,3,3,4,3,4,5,3,5,4,4,3,3,3,3,4,4,4,5,5,5,25,1,2,1,36,4,7,7,3.5,1,NA,1,0,0,0,0,0
2018-12-04T17:43:37Z,2018-12-04T18:01:43Z,0,*******,100,1085,1,2018-12-04T18:01:43Z,R_cGDNsy35hHpRUxX,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Dango Daikazoku,Chata,5b3f5b5e98a45e0001edf393,1,4,5,1,16.787,113.367,149.639,4,1,4,4,1,0,0,180.109,0,1,5,6,1,17,1,1,1,2,1,1,2,2,3,3,1,1,2,5,1,2,5,5,1,1,1,1,1,1,1,1,1,1,1,24,0,4,3,9,11,10,13,2.5,0,0,0,1,0,0,1,1
2018-12-04T17:51:17Z,2018-12-04T18:02:50Z,0,*******,100,693,1,2018-12-04T18:02:51Z,R_21cQuVMWFN54u9U,*******,*******,*******,*******,*******,*******,anonymous,EN,1,My girl,The temptations,5ac1fe0f68b65b00018d3529,2,3,2,2,0,0,140.569,0,2,4,3,2,0,0,181.866,0,2,4,4,2,90,1,1,1,2,1,1,2,2,4,4,4,4,4,1,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,24,1,5,1,36,9,11,12,3.25,0,0,0,1,0,0,1,1
2018-12-04T17:51:58Z,2018-12-04T18:06:35Z,0,*******,100,877,1,2018-12-04T18:06:35Z,R_7VAxZvkWm4AHVeN,*******,*******,*******,*******,*******,*******,anonymous,EN,1,The Other,Lauv,5c029fdcb0175a00012912b8,5,1,5,5,146.801,146.801,147.991,1,5,3,3,5,0,0,180.015,0,6,3,5,6,91,2,1,1,1,1,1,2,2,4,5,4,5,4,2,4,4,4,3,4,4,5,5,5,5,5,5,3,5,5,19,0,8,1,43,16,16,20,3.9166666666666665,1,0,0,0,0,0,1,1
2018-12-04T17:58:07Z,2018-12-04T18:07:05Z,0,*******,100,538,1,2018-12-04T18:07:06Z,R_3MMcRniQ7IuzA7D,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Supermarket flowers,Ed Sheeran,5b701784798af00001d3c0e6,3,3,4,3,141.713,141.713,142.449,1,3,6,6,5,3.44,175.166,180.026,6,4,5,6,5,65,1,1,1,1,1,1,2,1,4,3,4,4,5,3,4,4,5,3,4,4,4,5,5,5,4,4,3,4,5,22,1,3,1,39,13,20,20,3.9166666666666665,0,0,0,0,0,0,1,0
2018-12-04T18:01:12Z,2018-12-04T18:12:35Z,0,*******,100,683,1,2018-12-04T18:12:36Z,R_1Nww7HYkLaq3HCl,*******,*******,*******,*******,*******,*******,anonymous,EN,1,You,The Pretty Reckless,5bbc817cba8d7d000194c323,1,1,1,1,144.403,144.403,145.092,1,1,2,2,2,0,0,180.014,0,3,3,3,3,83,1,1,1,2,1,1,2,2,5,5,5,5,5,1,5,5,1,1,5,5,4,4,4,5,5,4,4,3,4,22,1,3,6,37,4,7,12,4,0,0,0,1,0,0,1,1
2018-12-04T18:05:06Z,2018-12-04T18:16:47Z,0,*******,100,700,1,2018-12-04T18:16:48Z,R_RwBkUZeESAyNqi5,*******,*******,*******,*******,*******,*******,anonymous,EN,1,Sarah Beth,Rascal Flatts,5bffe46b113a0c0001d98295,4,1,2,3,4.676,4.676,153.162,1,1,5,5,1,0,0,180.087,0,1,3,3,2,71,2,1,2,1,1,1,1,2,3,4,4,3,3,3,4,4,3,2,3,4,4,4,4,5,5,5,4,4,3,24,1,3,5,38,10,12,9,3.3333333333333335,1,0,1,0,0,0,0,1
